,t00,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49,t50,t51,t52,t53,t54,t55,t56,t57,t58,t59,t60,t61,t62,t63,t64,t65,t66,t67,t68,t69,t70,t71,t72,t73,t74,t75,t76,t77,t78,t79,t80,t81,t82,t83,t84,t85,t86,t87,t88,t89,t90,t91,t92,t93,t94,t95,t96,t97,t98,t99,t100,t101,t102,t103,t104,t105,t106,t107,t108,t109,t110,t111,t112,t113,t114,t115,t116,t117,t118,t119,t120,t121,t122,t123,t124,t125,t126,t127,t128,t129,t130,t131,t132,t133,t134,t135,t136,t137,t138,t139,t140,t141,t142,t143,t144,t145,t146,t147,t148,t149,anom_count,incident_id,num,class,mse
339,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,4066,3636,3658,4078,2956,2956,2956,2956,2956,2956,2956,2956,2682,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4114,4168,4168,4140,4140,4114,4170,2956,4140,4140,4162,4162,2956,4160,4160,4168,4168,4166,4166,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,4066,3636,3658,4078,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4180,4066,4066,2708,2744,4026,4026,2708,4020,4016,4026,4020,4158,4124,3636,3658,4078,4124,2682,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,4068,3636,3658,4078,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4168,4114,4168,4140,4140,2956,2956,0,4433627,23,normal,7.872657543738126
337,2956,4066,4066,3636,3658,4078,4120,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,4066,3636,3658,4078,2956,2956,2956,2956,2956,2956,2956,2956,2682,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4114,4168,4168,4140,4140,4114,4170,2956,4140,4140,4162,4162,2956,4160,4160,4168,4168,4166,4166,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,4066,3636,3658,4078,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4180,4066,4066,2708,2744,4026,4026,2708,4020,4016,4026,4020,4158,4124,3636,3658,4078,4124,2682,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,4068,3636,3658,4078,0,4433627,21,normal,7.262812965839301
347,4066,4066,3636,3658,4078,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4180,4066,4066,2708,2744,4026,4026,2708,4020,4016,4026,4020,4158,4124,3636,3658,4078,4124,2682,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,4068,3636,3658,4078,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4168,4114,4168,4140,4140,2956,2956,4170,4114,4140,4140,4162,4162,4160,4160,4168,4168,4166,2956,4166,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,4066,3636,3658,4078,4180,2956,2682,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,0,4433627,31,normal,7.248047989218981
424,2956,2956,2956,4066,3636,3658,4078,2956,2956,2956,2956,2956,2956,4168,4140,2956,4148,4140,4162,4150,4152,4168,2956,4156,2956,2956,2956,4066,3636,3658,4078,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,4078,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,4078,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,2708,4022,3506,2742,4050,4032,2708,4026,2740,4026,4030,4018,3636,3658,4122,4120,2682,2956,2956,2682,2956,2956,2956,2708,2744,4026,4066,4068,3634,4124,2956,2956,2956,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,0,4433705,21,normal,8.243274058409776
423,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,4078,2956,2956,2956,2956,2956,2956,4168,4140,2956,4148,4140,4162,4150,4152,4168,2956,4156,2956,2956,2956,4066,3636,3658,4078,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,4078,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,4078,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,2708,4022,3506,2742,4050,4032,2708,4026,2740,4026,4030,4018,3636,3658,4122,4120,2682,2956,2956,2682,2956,2956,2956,2708,2744,4026,4066,4068,3634,4124,2956,2956,2956,0,4433705,20,normal,8.229543137388337
425,2956,2956,2956,4168,4140,2956,4148,4140,4162,4150,4152,4168,2956,4156,2956,2956,2956,4066,3636,3658,4078,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,4078,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,4078,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,2708,4022,3506,2742,4050,4032,2708,4026,2740,4026,4030,4018,3636,3658,4122,4120,2682,2956,2956,2682,2956,2956,2956,2708,2744,4026,4066,4068,3634,4124,2956,2956,2956,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,0,4433705,22,normal,8.011328883754972
445,3636,3658,4078,4066,3636,3658,4078,3354,3364,4140,2584,4148,3224,4396,4140,4162,4150,4152,4168,3224,4156,4396,2028,4394,2490,4066,3636,3658,4078,4066,3636,3658,4078,2744,4148,4168,4140,3986,4066,3636,3658,4078,4002,2852,4110,2854,4026,2708,2742,4026,4158,4026,4030,4018,4148,4140,4162,4150,4152,4168,4156,1082,4396,1032,2852,2854,4120,2886,2858,2658,2688,2688,3254,3254,3254,4066,4068,2708,2744,4026,2852,2854,4124,2858,2658,2688,2688,3254,3254,2708,4066,2970,4082,4090,4092,3636,3658,4084,4090,4094,3236,3144,4068,2686,2708,2974,4100,3634,4124,2742,4026,2882,3982,2490,4054,4068,2736,2708,4048,2736,2708,4020,4016,4028,4026,4020,4028,4026,2708,2742,4026,4148,4394,4026,4016,2740,4030,4020,4020,4026,2972,3234,2490,2976,4100,3636,3658,4120,4068,4068,0,4433713,9,normal,38.1569260575063
446,2584,4148,3224,4396,4140,4162,4150,4152,4168,3224,4156,4396,2028,4394,2490,4066,3636,3658,4078,4066,3636,3658,4078,2744,4148,4168,4140,3986,4066,3636,3658,4078,4002,2852,4110,2854,4026,2708,2742,4026,4158,4026,4030,4018,4148,4140,4162,4150,4152,4168,4156,1082,4396,1032,2852,2854,4120,2886,2858,2658,2688,2688,3254,3254,3254,4066,4068,2708,2744,4026,2852,2854,4124,2858,2658,2688,2688,3254,3254,2708,4066,2970,4082,4090,4092,3636,3658,4084,4090,4094,3236,3144,4068,2686,2708,2974,4100,3634,4124,2742,4026,2882,3982,2490,4054,4068,2736,2708,4048,2736,2708,4020,4016,4028,4026,4020,4028,4026,2708,2742,4026,4148,4394,4026,4016,2740,4030,4020,4020,4026,2972,3234,2490,2976,4100,3636,3658,4120,4068,4068,3636,3658,4120,4068,4068,3636,3658,4078,4120,4068,0,4433713,10,normal,37.11392611996398
492,4026,4026,4020,2708,4020,3636,3658,4078,3636,3658,4120,4068,3636,3658,4078,4066,3636,3658,4078,4066,4066,4068,3636,3658,4078,2708,4066,3636,3658,4078,2742,4016,2708,4026,4148,4026,4020,4020,4068,2708,3634,3658,3636,4120,4120,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,148,4396,4396,2956,2956,2892,2956,3982,2682,4048,4068,4066,3620,3532,2658,2736,4054,4392,2688,2708,4016,4020,3226,862,2684,3240,2684,2688,3256,3256,2708,2884,3238,3512,4032,4050,4392,4020,4026,4026,4056,2740,4018,4026,4032,2740,4056,3540,2744,4148,2740,3634,4026,4030,3506,4020,4020,4026,4056,3548,4394,982,4126,4030,4018,4026,4126,3982,4124,4048,4016,4016,2658,4054,4068,2736,2688,2708,3256,4026,4028,4026,4028,0,4433717,29,normal,42.15605960443182
491,4078,4066,3636,3658,4078,4068,4124,2742,4148,4016,4026,4026,4020,2708,4020,3636,3658,4078,3636,3658,4120,4068,3636,3658,4078,4066,3636,3658,4078,4066,4066,4068,3636,3658,4078,2708,4066,3636,3658,4078,2742,4016,2708,4026,4148,4026,4020,4020,4068,2708,3634,3658,3636,4120,4120,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,148,4396,4396,2956,2956,2892,2956,3982,2682,4048,4068,4066,3620,3532,2658,2736,4054,4392,2688,2708,4016,4020,3226,862,2684,3240,2684,2688,3256,3256,2708,2884,3238,3512,4032,4050,4392,4020,4026,4026,4056,2740,4018,4026,4032,2740,4056,3540,2744,4148,2740,3634,4026,4030,3506,4020,4020,4026,4056,3548,4394,982,4126,4030,4018,4026,4126,3982,4124,4048,4016,4016,2658,0,4433717,28,normal,41.32002560706593
490,3636,3658,4078,2956,4068,4066,2708,4066,3636,3658,4078,4066,3636,3658,4078,4068,4124,2742,4148,4016,4026,4026,4020,2708,4020,3636,3658,4078,3636,3658,4120,4068,3636,3658,4078,4066,3636,3658,4078,4066,4066,4068,3636,3658,4078,2708,4066,3636,3658,4078,2742,4016,2708,4026,4148,4026,4020,4020,4068,2708,3634,3658,3636,4120,4120,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,148,4396,4396,2956,2956,2892,2956,3982,2682,4048,4068,4066,3620,3532,2658,2736,4054,4392,2688,2708,4016,4020,3226,862,2684,3240,2684,2688,3256,3256,2708,2884,3238,3512,4032,4050,4392,4020,4026,4026,4056,2740,4018,4026,4032,2740,4056,3540,2744,4148,2740,3634,4026,4030,3506,4020,4020,4026,4056,3548,4394,982,4126,0,4433717,27,normal,39.48598502790064
489,3636,3658,2956,4078,2956,2956,2956,4066,2956,2956,3636,3658,4078,2956,4068,4066,2708,4066,3636,3658,4078,4066,3636,3658,4078,4068,4124,2742,4148,4016,4026,4026,4020,2708,4020,3636,3658,4078,3636,3658,4120,4068,3636,3658,4078,4066,3636,3658,4078,4066,4066,4068,3636,3658,4078,2708,4066,3636,3658,4078,2742,4016,2708,4026,4148,4026,4020,4020,4068,2708,3634,3658,3636,4120,4120,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,148,4396,4396,2956,2956,2892,2956,3982,2682,4048,4068,4066,3620,3532,2658,2736,4054,4392,2688,2708,4016,4020,3226,862,2684,3240,2684,2688,3256,3256,2708,2884,3238,3512,4032,4050,4392,4020,4026,4026,4056,2740,4018,4026,4032,2740,4056,3540,2744,4148,2740,3634,4026,0,4433717,26,normal,33.60014118459737
510,4092,4082,4094,1566,1570,4394,4394,1566,1570,4070,4396,1286,4016,2744,4068,4072,4028,4050,4032,4026,2752,4024,3506,2744,4056,4148,4032,2708,4026,2740,4030,4018,4126,3236,2708,2708,4124,2658,2858,3620,2688,2852,2854,2708,3254,3254,3254,2970,4082,4090,4092,4094,4084,4090,3236,2974,4100,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,4078,2956,2956,2956,4066,3636,3658,4078,2956,2956,2956,4066,3636,3658,4078,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,4066,3636,3658,4078,2956,2956,2956,2956,2956,2956,2956,4068,2708,2742,4026,4148,3636,3658,4120,2956,2956,2956,2956,2956,2956,2956,4068,3636,3658,4078,2956,2956,2956,2956,2956,2956,2956,4068,3636,3658,2956,2956,2956,2956,2956,0,4433915,0,normal,17.628008719481816
533,2956,2956,4406,2956,4068,3636,3658,4078,2956,4066,2956,2956,2956,3636,3658,4078,4068,3636,3658,4078,2956,4066,2956,2956,2956,3636,3658,4078,2956,2956,4068,3636,3658,3982,4078,2956,2956,2956,2956,2956,2956,2956,4068,4066,3636,3658,4078,2708,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,3636,3658,4120,2956,2956,2956,2956,2956,2956,4068,3636,3658,4078,2956,2956,2956,2956,3224,4396,2956,4068,3636,3658,4078,2956,2956,2956,2956,2956,2956,2956,2956,2956,4396,1286,2956,2742,4026,4148,2956,4066,2708,4120,3636,3658,2744,4026,4068,3636,3658,4078,4068,3636,3658,4078,4068,3636,3658,4078,4068,3636,3658,4078,3982,4068,3636,3658,4078,4120,2892,3982,2682,4048,4066,2658,2736,2688,2708,3532,4054,4392,2736,2684,3226,862,4020,0,4433915,23,normal,17.346848871440233
511,4396,1286,4016,2744,4068,4072,4028,4050,4032,4026,2752,4024,3506,2744,4056,4148,4032,2708,4026,2740,4030,4018,4126,3236,2708,2708,4124,2658,2858,3620,2688,2852,2854,2708,3254,3254,3254,2970,4082,4090,4092,4094,4084,4090,3236,2974,4100,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,4078,2956,2956,2956,4066,3636,3658,4078,2956,2956,2956,4066,3636,3658,4078,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,4066,3636,3658,4078,2956,2956,2956,2956,2956,2956,2956,4068,2708,2742,4026,4148,3636,3658,4120,2956,2956,2956,2956,2956,2956,2956,4068,3636,3658,4078,2956,2956,2956,2956,2956,2956,2956,4068,3636,3658,2956,2956,2956,2956,2956,2956,4068,3636,3658,4078,2956,2956,2956,2956,2956,0,4433915,1,normal,15.444711138417706
512,2752,4024,3506,2744,4056,4148,4032,2708,4026,2740,4030,4018,4126,3236,2708,2708,4124,2658,2858,3620,2688,2852,2854,2708,3254,3254,3254,2970,4082,4090,4092,4094,4084,4090,3236,2974,4100,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,4078,2956,2956,2956,4066,3636,3658,4078,2956,2956,2956,4066,3636,3658,4078,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,4066,3636,3658,4078,2956,2956,2956,2956,2956,2956,2956,4068,2708,2742,4026,4148,3636,3658,4120,2956,2956,2956,2956,2956,2956,2956,4068,3636,3658,4078,2956,2956,2956,2956,2956,2956,2956,4068,3636,3658,2956,2956,2956,2956,2956,2956,4068,3636,3658,4078,2956,2956,2956,2956,2956,2956,2956,2744,4148,4068,4072,4068,3636,3658,4078,0,4433915,2,normal,14.132379890908728
559,2742,4148,4168,4140,3986,4004,2852,4110,2854,2708,2744,4148,4030,4018,4140,4152,2852,2854,4168,4156,3490,4396,1032,4124,2658,2858,2688,3254,3254,3254,4180,4124,2708,2970,4092,4082,4090,4084,4090,4094,3236,2974,4100,2744,4148,4066,4068,2742,4026,4148,2852,2854,4120,2858,2658,2688,2886,4120,3632,2682,2686,4066,2708,2744,4026,4148,3636,3658,4124,2682,4066,3636,3658,4078,4066,3636,3658,4078,4066,3636,3658,4066,3636,3658,4066,3636,3658,4078,4066,3636,3658,4078,2742,4070,4068,4148,3636,3658,4120,2858,2658,2688,2970,4082,4092,4090,4094,4084,4090,3234,4124,4066,2974,4100,3234,2400,4180,4066,2708,2742,4148,3636,3658,4120,3636,3658,4120,2940,4066,3636,3658,4066,4068,3636,3658,4078,3980,4120,3636,3658,4068,3636,3658,4078,4068,3636,3658,4078,4068,3636,0,4433937,0,normal,23.447376134080884
576,3658,4078,4068,3636,3658,4078,4068,3636,3658,4078,4068,2708,2744,4026,4148,4124,3636,3658,2940,4066,3636,3658,4078,4066,3636,3658,4078,3236,4066,4080,3636,3658,4078,4066,3636,3658,4078,4066,3636,3658,4078,4068,2708,2742,4148,3636,3658,4120,4068,3636,3658,4078,4068,3636,3658,4078,4068,3636,3658,4068,3636,3658,4078,4068,3636,3658,4078,4068,3636,3658,4078,4068,3636,3658,4078,4068,3636,3658,4078,4066,3636,3658,4068,3636,3658,4078,4068,3636,3658,4078,4068,3636,3658,4078,4068,3636,3658,4068,3636,3658,4078,4068,2708,2744,4148,4148,3636,3658,4124,4066,3636,3658,4078,2684,4124,4066,3636,3658,4124,4066,3636,3658,4078,4066,3636,3658,4078,4066,3636,3658,4078,4066,3636,3658,4124,4066,3636,3658,4078,3980,4066,3636,3658,4078,4066,3636,3658,4078,4066,3636,0,4434017,1,normal,13.301649825186905
591,4170,4168,4166,4066,2708,2742,4026,4158,3636,3658,4120,4168,4140,4148,4140,4162,3224,4396,4150,4152,4168,4156,3224,4396,4068,2708,2744,4158,4026,3636,3658,4124,4168,4140,2564,4140,4162,4160,4168,4166,3982,4068,2686,3636,3658,4124,3982,4066,3636,3658,4078,3982,4180,3982,4168,4170,4168,4166,4066,3636,3658,4078,3982,4066,3636,3658,4078,3982,4066,3636,3658,4078,4066,3636,3658,4078,4068,3636,3658,4078,3982,4396,942,984,1566,1570,4394,964,982,1566,1570,4396,2038,4222,194,4142,2584,2682,4140,4148,4162,4150,4152,4168,4156,3982,4066,2708,2742,4394,960,4396,2742,4394,960,2958,2742,2540,4396,3986,4004,4396,1032,1082,2852,4110,2854,4026,2708,2742,4026,4030,4018,4158,4140,4148,4162,4150,4152,2554,4168,984,4394,960,4168,4156,4406,4410,4408,4412,0,4434065,7,normal,37.85901713137711
622,3658,3636,4078,4168,4114,4168,4140,4140,4152,4152,4168,4168,4156,4156,4068,4068,2708,4024,2744,4148,4016,2708,4020,4026,4020,4026,3636,3658,4124,4168,4114,4168,4140,4140,4140,4140,4140,4140,4152,4152,4168,4168,4156,4156,4066,4066,3636,3658,4078,4066,4066,3636,3658,4078,4180,4066,4066,2708,2742,4148,4026,4026,4016,2708,4020,4026,4020,4120,3658,3636,4068,4068,3658,3636,4078,4068,4068,3658,3636,4078,4168,4114,4168,4140,4140,4140,4140,4152,4152,4168,4168,4156,4156,4068,4068,2708,2744,4026,4148,4026,4016,2708,4026,4026,4020,4020,3636,3658,4124,4114,4168,4168,4140,4140,4140,4140,4140,4140,4152,4152,4168,4168,4156,4156,4066,4066,3636,3658,4078,4066,4066,3636,3658,4078,4124,4066,4066,2708,2742,4026,4148,4016,4026,2708,4020,4026,4020,4026,3658,3636,0,4434115,14,normal,18.041355074597377
619,3636,3658,4078,4066,4066,3636,3658,4078,4180,4066,4066,2708,2742,4148,4026,2708,4026,4016,4020,4020,4120,3636,3658,4068,4068,3636,3658,4078,4068,4068,3658,3636,4078,4168,4114,4168,4140,4140,4152,4152,4168,4168,4156,4156,4068,4068,2708,4024,2744,4148,4016,2708,4020,4026,4020,4026,3636,3658,4124,4168,4114,4168,4140,4140,4140,4140,4140,4140,4152,4152,4168,4168,4156,4156,4066,4066,3636,3658,4078,4066,4066,3636,3658,4078,4180,4066,4066,2708,2742,4148,4026,4026,4016,2708,4020,4026,4020,4120,3658,3636,4068,4068,3658,3636,4078,4068,4068,3658,3636,4078,4168,4114,4168,4140,4140,4140,4140,4152,4152,4168,4168,4156,4156,4068,4068,2708,2744,4026,4148,4026,4016,2708,4026,4026,4020,4020,3636,3658,4124,4114,4168,4168,4140,4140,4140,4140,4140,4140,4152,4152,0,4434115,11,normal,17.878750441313038
620,4066,2708,2742,4148,4026,2708,4026,4016,4020,4020,4120,3636,3658,4068,4068,3636,3658,4078,4068,4068,3658,3636,4078,4168,4114,4168,4140,4140,4152,4152,4168,4168,4156,4156,4068,4068,2708,4024,2744,4148,4016,2708,4020,4026,4020,4026,3636,3658,4124,4168,4114,4168,4140,4140,4140,4140,4140,4140,4152,4152,4168,4168,4156,4156,4066,4066,3636,3658,4078,4066,4066,3636,3658,4078,4180,4066,4066,2708,2742,4148,4026,4026,4016,2708,4020,4026,4020,4120,3658,3636,4068,4068,3658,3636,4078,4068,4068,3658,3636,4078,4168,4114,4168,4140,4140,4140,4140,4152,4152,4168,4168,4156,4156,4068,4068,2708,2744,4026,4148,4026,4016,2708,4026,4026,4020,4020,3636,3658,4124,4114,4168,4168,4140,4140,4140,4140,4140,4140,4152,4152,4168,4168,4156,4156,4066,4066,3636,3658,4078,4066,0,4434115,12,normal,17.855487585461475
655,2584,4140,4148,2956,4140,4162,4150,2956,4152,2956,4168,4156,2956,4066,2686,2708,2744,4148,4124,2858,2658,2688,3620,2742,4026,4148,3636,3658,4120,2956,2956,2956,4168,4140,2564,4140,4158,4140,4162,4160,4168,2584,2556,4168,4166,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,4180,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,3636,3658,4078,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4180,2956,2956,2956,2956,2956,2956,4168,2956,2956,2956,4170,2956,2956,2956,2956,4168,4166,2956,2956,2956,2956,2956,4068,3636,3658,4078,0,4434177,21,normal,9.748641427583529
654,2956,2956,2956,2956,2956,2956,2956,2956,4168,4140,2584,4140,4148,2956,4140,4162,4150,2956,4152,2956,4168,4156,2956,4066,2686,2708,2744,4148,4124,2858,2658,2688,3620,2742,4026,4148,3636,3658,4120,2956,2956,2956,4168,4140,2564,4140,4158,4140,4162,4160,4168,2584,2556,4168,4166,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,4180,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,3636,3658,4078,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4180,2956,2956,2956,2956,2956,2956,4168,2956,2956,2956,4170,2956,2956,2956,2956,4168,0,4434177,20,normal,9.561413796660618
645,2956,2956,2956,2956,2956,2956,4168,2956,2956,2956,2956,4170,2956,4168,4166,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,4078,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4168,4140,2584,4140,4148,2956,4140,4162,4150,2956,4152,2956,4168,4156,2956,4066,2686,2708,2744,4148,4124,2858,2658,2688,3620,2742,4026,4148,3636,3658,4120,2956,2956,2956,4168,4140,2564,4140,4158,4140,4162,4160,4168,2584,2556,4168,4166,2956,2956,2956,2956,2956,0,4434177,11,normal,9.30625872988538
646,2956,4170,2956,4168,4166,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,4078,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4168,4140,2584,4140,4148,2956,4140,4162,4150,2956,4152,2956,4168,4156,2956,4066,2686,2708,2744,4148,4124,2858,2658,2688,3620,2742,4026,4148,3636,3658,4120,2956,2956,2956,4168,4140,2564,4140,4158,4140,4162,4160,4168,2584,2556,4168,4166,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,0,4434177,12,normal,9.174555950096556
653,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4168,4140,2584,4140,4148,2956,4140,4162,4150,2956,4152,2956,4168,4156,2956,4066,2686,2708,2744,4148,4124,2858,2658,2688,3620,2742,4026,4148,3636,3658,4120,2956,2956,2956,4168,4140,2564,4140,4158,4140,4162,4160,4168,2584,2556,4168,4166,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,4180,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,3636,3658,4078,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4180,2956,2956,2956,2956,2956,2956,0,4434177,19,normal,9.057228429896057
649,2956,2956,2956,4066,3636,3658,4078,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4168,4140,2584,4140,4148,2956,4140,4162,4150,2956,4152,2956,4168,4156,2956,4066,2686,2708,2744,4148,4124,2858,2658,2688,3620,2742,4026,4148,3636,3658,4120,2956,2956,2956,4168,4140,2564,4140,4158,4140,4162,4160,4168,2584,2556,4168,4166,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,4180,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,0,4434177,15,normal,8.912689882919066
